"Plot Title: 20400441"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, Lux","End Of File"
342,11/19/19 09:00:00 PM,2.517,0.0,
343,11/20/19 03:00:00 AM,1.003,0.0,
344,11/20/19 09:00:00 AM,-0.662,419.8,
345,11/20/19 03:00:00 PM,0.010,1141.0,
346,11/20/19 09:00:00 PM,-1.001,0.0,
347,11/21/19 03:00:00 AM,-1.341,0.0,
348,11/21/19 09:00:00 AM,-1.570,376.7,
349,11/21/19 03:00:00 PM,0.784,1151.7,
350,11/21/19 09:00:00 PM,0.010,0.0,
351,11/22/19 03:00:00 AM,0.121,0.0,
352,11/22/19 09:00:00 AM,0.121,366.0,
353,11/22/19 03:00:00 PM,1.872,1141.0,
354,11/22/19 09:00:00 PM,0.893,0.0,
355,11/23/19 03:00:00 AM,1.330,0.0,
356,11/23/19 09:00:00 AM,1.439,473.6,
357,11/23/19 03:00:00 PM,4.831,3788.9,
358,11/23/19 09:00:00 PM,1.980,0.0,
359,11/24/19 03:00:00 AM,2.410,0.0,
360,11/24/19 09:00:00 AM,2.088,839.6,
361,11/24/19 03:00:00 PM,3.578,5511.1,
362,11/24/19 09:00:00 PM,-0.549,0.0,
363,11/25/19 03:00:00 AM,-0.549,0.0,
364,11/25/19 09:00:00 AM,-0.102,53.8,
365,11/25/19 03:00:00 PM,0.121,86.1,
366,11/25/19 09:00:00 PM,0.121,0.0,
367,11/26/19 03:00:00 AM,0.232,0.0,
368,11/26/19 09:00:00 AM,0.232,0.0,
369,11/26/19 03:00:00 PM,0.232,0.0,
370,11/26/19 09:00:00 PM,0.232,0.0,
371,11/27/19 03:00:00 AM,0.343,0.0,
372,11/27/19 09:00:00 AM,0.343,0.0,
373,11/27/19 03:00:00 PM,0.232,0.0,
374,11/27/19 09:00:00 PM,0.232,0.0,
375,11/28/19 03:00:00 AM,0.232,0.0,
376,11/28/19 09:00:00 AM,0.232,0.0,
377,11/28/19 03:00:00 PM,0.232,0.0,
378,11/28/19 09:00:00 PM,0.232,0.0,
379,11/29/19 03:00:00 AM,0.121,0.0,
380,11/29/19 09:00:00 AM,0.010,0.0,
381,11/29/19 03:00:00 PM,0.010,0.0,
382,11/29/19 09:00:00 PM,0.121,0.0,
383,11/30/19 03:00:00 AM,0.121,0.0,
384,11/30/19 09:00:00 AM,0.121,0.0,
385,11/30/19 03:00:00 PM,0.232,0.0,
386,11/30/19 09:00:00 PM,0.232,0.0,
387,12/01/19 03:00:00 AM,0.232,0.0,
