"Plot Title: 10169187"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10169187, SEN S/N: 10169187)","Intensity, Lux (LGR S/N: 10169187, SEN S/N: 10169187)","Batt, V (LGR S/N: 10169187, SEN S/N: 10169187)","Bad Battery (LGR S/N: 10169187)","End Of File (LGR S/N: 10169187)"
878,05/21/20 12:36:32 AM,3.578,0.0,2.75,,
879,05/21/20 06:36:32 AM,3.261,979.5,2.75,,
880,05/21/20 12:36:32 PM,3.367,3272.2,2.75,,
881,05/21/20 06:36:32 PM,0.784,1463.9,2.74,,
882,05/22/20 12:36:32 AM,0.453,0.0,2.74,,
883,05/22/20 06:36:32 AM,0.343,710.4,2.74,,
884,05/22/20 12:36:32 PM,3.049,1463.9,2.74,,
885,05/22/20 06:36:32 PM,3.998,398.3,2.75,,
886,05/23/20 12:36:32 AM,2.517,0.0,2.74,,
887,05/23/20 06:36:32 AM,1.221,322.9,2.74,,
888,05/23/20 12:36:32 PM,10.259,9644.5,2.74,,
889,05/23/20 06:36:32 PM,7.682,710.4,2.75,,
890,05/24/20 12:36:32 AM,5.037,0.0,2.74,,
891,05/24/20 06:36:32 AM,4.831,1054.9,2.74,,
892,05/24/20 12:36:32 PM,14.709,9644.5,2.77,,
893,05/24/20 06:36:32 PM,11.236,1162.5,2.77,,
894,05/25/20 12:36:32 AM,8.879,0.0,2.77,,
895,05/25/20 06:36:32 AM,8.978,839.6,2.77,,
896,05/25/20 12:36:32 PM,11.722,1722.2,2.77,,
897,05/25/20 06:36:32 PM,11.139,688.9,2.77,,
898,05/26/20 12:36:32 AM,9.077,0.0,2.77,,
899,05/26/20 06:36:32 AM,8.581,387.5,2.77,,
900,05/26/20 12:36:32 PM,13.750,5166.7,2.79,,
901,05/26/20 06:36:32 PM,13.269,656.6,2.79,,
902,05/27/20 12:36:32 AM,10.944,0.0,2.77,,
903,05/27/20 06:36:32 AM,10.651,193.8,2.77,,
904,05/27/20 12:36:32 PM,22.429,41333.6,2.81,,
905,05/27/20 06:36:32 PM,16.332,613.5,2.81,,
906,05/28/20 12:36:32 AM,12.980,0.0,2.81,,
907,05/28/20 06:36:32 AM,12.980,183.0,2.81,,
908,05/28/20 12:36:32 PM,26.097,24800.2,2.81,,
909,05/28/20 06:36:32 PM,18.236,645.8,2.83,,
910,05/29/20 12:36:32 AM,14.613,0.0,2.81,,
911,05/29/20 06:36:32 AM,13.942,269.1,2.81,,
912,05/29/20 12:36:32 PM,25.610,19289.0,2.81,,
913,05/29/20 06:36:32 PM,18.331,688.9,2.83,,
914,05/30/20 12:36:32 AM,15.378,0.0,2.81,,
915,05/30/20 06:36:32 AM,12.690,2152.8,2.79,,
916,05/30/20 12:36:32 PM,8.581,10.8,2.79,,
917,05/30/20 06:36:32 PM,5.552,193.8,2.77,,
918,05/31/20 12:36:32 AM,4.311,0.0,2.77,,
919,05/31/20 06:36:32 AM,4.727,1722.2,2.77,,
920,05/31/20 12:36:32 PM,11.916,44089.2,2.75,,
921,05/31/20 06:36:32 PM,9.768,430.6,2.77,,
922,06/01/20 12:36:32 AM,7.381,0.0,2.77,,
923,06/01/20 06:36:32 AM,7.280,1894.5,2.77,,
924,06/01/20 12:36:32 PM,16.618,6200.0,2.79,,
925,06/01/20 06:36:32 PM,10.944,678.1,2.77,,
926,06/02/20 12:36:32 AM,8.382,0.0,2.77,,
927,06/02/20 06:36:32 AM,8.581,236.8,2.77,,
928,06/02/20 12:36:32 PM,23.677,20666.8,2.81,,
929,06/02/20 06:36:32 PM,12.594,667.4,2.79,,
930,06/03/20 12:36:32 AM,9.866,0.0,2.77,,
931,06/03/20 06:36:32 AM,9.275,387.5,2.79,,
932,06/03/20 12:36:32 PM,26.097,52355.9,2.79,,
933,06/03/20 06:36:32 PM,12.304,667.4,2.79,,
934,06/04/20 12:36:32 AM,8.581,0.0,2.79,,
935,06/04/20 06:36:32 AM,9.275,1894.5,2.79,,
936,06/04/20 12:36:32 PM,19.282,14466.8,2.81,,
937,06/04/20 06:36:32 PM,12.497,753.5,2.79,,
938,06/05/20 12:36:32 AM,9.472,0.0,2.79,,
939,06/05/20 06:36:32 AM,9.373,1636.1,2.79,,
940,06/05/20 12:36:32 PM,10.259,3272.2,2.77,,
941,06/05/20 06:36:32 PM,9.373,150.7,2.79,,
942,06/06/20 12:36:32 AM,4.934,0.0,2.75,,
943,06/06/20 06:36:32 AM,3.683,1076.4,2.77,,
944,06/06/20 12:36:32 PM,4.207,710.4,2.77,,
945,06/06/20 06:36:32 PM,2.088,1227.1,2.75,,
946,06/07/20 12:36:32 AM,1.330,0.0,2.75,,
947,06/07/20 06:36:32 AM,0.674,753.5,2.74,,
948,06/07/20 12:36:32 PM,6.268,22044.6,2.74,,
949,06/07/20 06:36:32 PM,3.155,441.3,2.75,,
950,06/08/20 12:36:32 AM,3.261,0.0,2.75,,
951,06/08/20 06:36:32 AM,3.049,1550.0,2.75,,
952,06/08/20 12:36:32 PM,4.831,4477.8,2.74,,
953,06/08/20 06:36:32 PM,5.962,441.3,2.75,,
954,06/09/20 12:36:32 AM,5.037,0.0,2.74,,
955,06/09/20 06:36:32 AM,6.064,947.2,2.75,,
956,06/09/20 12:36:32 PM,8.581,2152.8,2.75,,
957,06/09/20 06:36:32 PM,9.768,452.1,2.75,,
958,06/10/20 12:36:32 AM,9.571,0.0,2.77,,
959,06/10/20 06:36:32 AM,9.768,1377.8,2.75,,
960,06/10/20 12:36:32 PM,16.332,10677.8,2.77,,
961,06/10/20 06:36:32 PM,13.461,1065.6,2.79,,
962,06/11/20 12:36:32 AM,11.431,0.0,2.77,,
963,06/11/20 06:36:32 AM,10.651,1011.8,2.77,,
964,06/11/20 12:36:32 PM,15.282,5511.1,2.77,,
965,06/11/20 06:36:32 PM,13.558,2152.8,2.79,,
966,06/12/20 12:36:32 AM,10.161,0.0,2.77,,
967,06/12/20 06:36:32 AM,9.965,538.2,2.77,,
968,06/12/20 12:36:32 PM,8.581,2583.4,2.77,,
969,06/12/20 06:36:32 PM,7.280,247.6,2.77,,
970,06/13/20 12:36:32 AM,5.757,0.0,2.75,,
971,06/13/20 06:36:32 AM,4.207,1345.5,2.75,,
972,06/13/20 12:36:32 PM,4.623,1722.2,2.77,,
973,06/13/20 06:36:32 PM,5.347,226.0,2.75,,
974,06/14/20 12:36:32 AM,4.519,0.0,2.75,,
975,06/14/20 06:36:32 AM,4.311,1894.5,2.75,,
976,06/14/20 12:36:32 PM,7.782,5338.9,2.75,,
977,06/14/20 06:36:32 PM,8.382,958.0,2.77,,
978,06/15/20 12:36:32 AM,6.877,0.0,2.75,,
979,06/15/20 06:36:32 AM,5.962,538.2,2.75,,
980,06/15/20 12:36:32 PM,6.370,1980.6,2.75,,
981,06/15/20 06:36:32 PM,5.141,226.0,2.74,,
982,06/16/20 12:36:32 AM,4.311,0.0,2.75,,
983,06/16/20 06:36:32 AM,3.578,559.7,2.75,,
984,06/16/20 12:36:32 PM,5.037,2669.5,2.74,,
985,06/16/20 06:36:32 PM,5.655,861.1,2.74,,
986,06/17/20 12:36:32 AM,5.141,0.0,2.74,,
987,06/17/20 06:36:32 AM,5.244,581.3,2.74,,
988,06/17/20 12:36:32 PM,8.481,4650.0,2.75,,
989,06/17/20 06:36:32 PM,10.161,2066.7,2.75,,
990,06/18/20 12:36:32 AM,7.782,0.0,2.75,,
991,06/18/20 06:36:32 AM,7.882,258.3,2.75,,
992,06/18/20 12:36:32 PM,22.142,14466.8,2.79,,
993,06/18/20 06:36:32 PM,14.804,667.4,2.79,,
994,06/19/20 12:36:32 AM,12.013,0.0,2.77,,
995,06/19/20 06:36:32 AM,11.916,635.1,2.77,,
996,06/19/20 12:36:32 PM,24.255,16533.4,2.81,,
997,06/19/20 06:36:32 PM,16.713,1087.2,2.79,,
998,06/20/20 12:36:32 AM,13.269,0.0,2.79,,
999,06/20/20 06:36:32 AM,12.401,1980.6,2.79,,
1000,06/20/20 12:36:32 PM,12.980,3788.9,2.79,,
1001,06/20/20 06:36:32 PM,11.722,129.2,2.79,,
1002,06/21/20 12:36:32 AM,11.041,0.0,2.77,,
1003,06/21/20 06:36:32 AM,10.553,1550.0,2.77,,
1004,06/21/20 12:36:32 PM,19.948,23422.4,2.77,,
1005,06/21/20 06:36:32 PM,13.942,710.4,2.79,,
1006,06/22/20 12:36:32 AM,11.236,0.0,2.77,,
1007,06/22/20 06:36:32 AM,10.553,172.2,2.77,,
1008,06/22/20 12:36:32 PM,25.708,27555.7,2.79,,
1009,06/22/20 06:36:32 PM,18.901,667.4,2.81,,
1010,06/23/20 12:36:32 AM,15.664,0.0,2.79,,
1011,06/23/20 06:36:32 AM,15.378,290.6,2.79,,
1012,06/23/20 12:36:32 PM,29.552,68889.3,2.83,,
1013,06/23/20 06:36:32 PM,20.138,624.3,2.81,,
1014,06/24/20 12:36:32 AM,15.951,0.0,2.81,,
1015,06/24/20 06:36:32 AM,14.134,1980.6,2.81,,
1016,06/24/20 12:36:32 PM,19.758,49600.3,2.79,,
1017,06/24/20 06:36:32 PM,15.855,1033.3,2.79,,
1018,06/25/20 12:36:32 AM,12.110,0.0,2.79,,
1019,06/25/20 06:36:32 AM,10.944,193.8,2.79,,
1020,06/25/20 12:36:32 PM,26.292,99200.7,2.79,,
1021,06/25/20 06:36:32 PM,17.950,775.0,2.81,,
1022,06/26/20 12:36:32 AM,14.804,0.0,2.81,,
1023,06/26/20 06:36:32 AM,14.421,183.0,2.81,,
1024,06/26/20 12:36:32 PM,28.060,60622.6,2.81,,
1025,06/26/20 06:36:32 PM,18.236,699.7,2.81,,
1026,06/27/20 12:36:32 AM,14.517,0.0,2.81,,
1027,06/27/20 06:36:32 AM,13.076,1722.2,2.79,,
1028,06/27/20 12:36:32 PM,21.664,49600.3,2.79,,
1029,06/27/20 06:36:32 PM,12.207,1550.0,2.79,,
1030,06/28/20 12:36:32 AM,7.782,0.0,2.77,,
1031,06/28/20 06:36:32 AM,5.757,312.2,2.77,,
1032,06/28/20 12:36:32 PM,8.282,4650.0,2.75,,
1033,06/28/20 06:36:32 PM,7.582,473.6,2.77,,
1034,06/29/20 12:36:32 AM,7.582,0.0,2.77,,
1035,06/29/20 06:36:32 AM,7.582,1356.3,2.77,,
1036,06/29/20 12:36:32 PM,8.680,2411.1,2.77,,
1037,06/29/20 06:36:32 PM,10.553,1259.4,2.77,,
1038,06/30/20 12:36:32 AM,9.176,0.0,2.77,,
1039,06/30/20 06:36:32 AM,7.582,366.0,2.77,,
1040,06/30/20 12:36:32 PM,9.669,4133.4,2.75,,
1041,06/30/20 06:36:32 PM,9.373,990.3,2.77,,
1042,07/01/20 12:36:32 AM,6.775,0.0,2.75,,
1043,07/01/20 06:36:32 AM,6.064,538.2,2.75,,
1044,07/01/20 12:36:32 PM,9.275,2755.6,2.77,,
1045,07/01/20 06:36:32 PM,8.879,764.2,2.77,,
1046,07/02/20 12:36:32 AM,7.179,0.0,2.75,,
1047,07/02/20 06:36:32 AM,6.471,549.0,2.75,,
1048,07/02/20 12:36:32 PM,17.570,55111.5,2.77,,
1049,07/02/20 06:36:32 PM,12.883,796.5,2.77,,
1050,07/03/20 12:36:32 AM,9.571,0.0,2.77,,
1051,07/03/20 06:36:32 AM,8.879,279.9,2.77,,
1052,07/03/20 12:36:32 PM,18.711,60622.6,2.77,,
1053,07/03/20 06:36:32 PM,12.690,764.2,2.77,,
1054,07/04/20 12:36:32 AM,9.571,0.0,2.77,,
1055,07/04/20 06:36:32 AM,8.779,1130.2,2.77,,
1056,07/04/20 12:36:32 PM,18.045,66133.8,2.77,,
1057,07/04/20 06:36:32 PM,12.497,742.7,2.77,,
1058,07/05/20 12:36:32 AM,9.373,0.0,2.77,,
1059,07/05/20 06:36:32 AM,8.680,204.5,2.77,,
1060,07/05/20 12:36:32 PM,18.711,46844.8,2.77,,
1061,07/05/20 06:36:32 PM,13.461,721.2,2.79,,
1062,07/06/20 12:36:32 AM,9.866,0.0,2.77,,
1063,07/06/20 06:36:32 AM,8.182,247.6,2.77,,
1064,07/06/20 12:36:32 PM,16.332,13777.9,2.77,,
1065,07/06/20 06:36:32 PM,9.472,193.8,2.77,,
1066,07/07/20 12:36:32 AM,7.882,0.0,2.77,,
1067,07/07/20 06:36:32 AM,6.573,387.5,2.75,,
1068,07/07/20 12:36:32 PM,10.748,6200.0,2.75,,
1069,07/07/20 06:36:32 PM,10.063,301.4,2.75,,
1070,07/08/20 12:36:32 AM,8.382,0.0,2.77,,
1071,07/08/20 06:36:32 AM,7.481,204.5,2.75,,
1072,07/08/20 12:36:32 PM,16.808,55111.5,2.75,,
1073,07/08/20 06:36:32 PM,13.558,753.5,2.79,,
1074,07/09/20 12:36:32 AM,10.357,0.0,2.75,,
1075,07/09/20 06:36:32 AM,9.571,172.2,2.77,,
1076,07/09/20 12:36:32 PM,16.903,6544.5,2.77,,
1077,07/09/20 06:36:32 PM,12.690,1377.8,2.77,,
1078,07/10/20 12:36:32 AM,10.161,0.0,2.77,,
1079,07/10/20 06:36:32 AM,9.866,193.8,2.75,,
1080,07/10/20 12:36:32 PM,19.092,22044.6,2.79,,
1081,07/10/20 06:36:32 PM,16.237,699.7,2.79,,
1082,07/11/20 12:36:32 AM,13.173,0.0,2.79,,
1083,07/11/20 06:36:32 AM,12.690,172.2,2.79,,
1084,07/11/20 12:36:32 PM,19.853,16533.4,2.77,,
1085,07/11/20 06:36:32 PM,14.900,699.7,2.79,,
1086,07/12/20 12:36:32 AM,10.553,0.0,2.77,,
1087,07/12/20 06:36:32 AM,10.259,602.8,2.77,,
1088,07/12/20 12:36:32 PM,16.237,12400.1,2.77,,
1089,07/12/20 06:36:32 PM,14.804,1216.3,2.79,,
1090,07/13/20 12:36:32 AM,10.748,0.0,2.77,,
1091,07/13/20 06:36:32 AM,9.669,150.7,2.77,,
1092,07/13/20 12:36:32 PM,18.045,12400.1,2.79,,
1093,07/13/20 06:36:32 PM,15.473,688.9,2.79,,
1094,07/14/20 12:36:32 AM,11.916,0.0,2.77,,
1095,07/14/20 06:36:32 AM,11.236,150.7,2.77,,
1096,07/14/20 12:36:32 PM,20.234,8611.2,2.79,,
1097,07/14/20 06:36:32 PM,17.760,667.4,2.81,,
1098,07/15/20 12:36:32 AM,14.613,0.0,2.81,,
1099,07/15/20 06:36:32 AM,13.654,139.9,2.79,,
1100,07/15/20 12:36:32 PM,22.238,8611.2,2.81,,
1101,07/15/20 06:36:32 PM,19.187,656.6,2.81,,
1102,07/16/20 12:36:32 AM,15.378,0.0,2.79,,
1103,07/16/20 06:36:32 AM,13.942,129.2,2.79,,
1104,07/16/20 12:36:32 PM,22.525,7577.8,2.81,,
1105,07/16/20 06:36:32 PM,18.236,688.9,2.81,,
1106,07/17/20 12:36:32 AM,14.421,0.0,2.81,,
1107,07/17/20 06:36:32 AM,13.076,1087.2,2.79,,
1108,07/17/20 12:36:32 PM,19.282,7233.4,2.81,,
1109,07/17/20 06:36:32 PM,15.760,656.6,2.79,,
1110,07/18/20 12:36:32 AM,12.207,0.0,2.79,,
1111,07/18/20 06:36:32 AM,11.334,193.8,2.77,,
1112,07/18/20 12:36:32 PM,21.760,7233.4,2.81,,
1113,07/18/20 06:36:32 PM,18.521,656.6,2.81,,
1114,07/19/20 12:36:32 AM,14.709,0.0,2.81,,
1115,07/19/20 06:36:32 AM,14.996,129.2,2.81,,
1116,07/19/20 12:36:32 PM,23.484,6544.5,2.81,,
1117,07/19/20 06:36:32 PM,20.234,624.3,2.81,,
1118,07/20/20 12:36:32 AM,16.713,0.0,2.81,,
1119,07/20/20 06:36:32 AM,16.046,150.7,2.79,,
1120,07/20/20 12:36:32 PM,24.738,6544.5,2.81,,
1121,07/20/20 06:36:32 PM,21.378,635.1,2.81,,
1122,07/21/20 12:36:32 AM,17.665,0.0,2.81,,
1123,07/21/20 06:36:32 AM,16.427,150.7,2.79,,
1124,07/21/20 12:36:32 PM,24.351,6200.0,2.81,,
1125,07/21/20 06:36:32 PM,20.329,742.7,2.81,,
1126,07/22/20 12:36:32 AM,15.951,0.0,2.79,,
1127,07/22/20 06:36:32 AM,14.709,193.8,2.81,,
1128,07/22/20 12:36:32 PM,21.855,6200.0,2.81,,
1129,07/22/20 06:36:32 PM,18.331,602.8,2.81,,
1130,07/23/20 12:36:32 AM,13.942,0.0,2.81,,
1131,07/23/20 06:36:32 AM,11.916,172.2,2.79,,
1132,07/23/20 12:36:32 PM,18.901,6544.5,2.79,,
1133,07/23/20 06:36:32 PM,16.141,602.8,2.79,,
1134,07/24/20 12:36:32 AM,12.110,0.0,2.79,,
1135,07/24/20 06:36:32 AM,10.748,139.9,2.77,,
1136,07/24/20 12:36:32 PM,17.760,7233.4,2.79,,
1137,07/24/20 06:36:32 PM,14.517,538.2,2.79,,
1138,07/25/20 12:36:32 AM,10.944,0.0,2.77,,
1139,07/25/20 06:36:32 AM,10.063,129.2,2.77,,
1140,07/25/20 12:36:32 PM,19.377,6200.0,2.79,,
1141,07/25/20 06:36:32 PM,18.236,592.0,2.81,,
1142,07/26/20 12:36:32 AM,15.569,0.0,2.79,,
1143,07/26/20 06:36:32 AM,15.760,150.7,2.79,,
1144,07/26/20 12:36:32 PM,25.125,5511.1,2.79,,
1145,07/26/20 06:36:32 PM,22.812,613.5,2.81,,
1146,07/27/20 12:36:32 AM,19.662,0.0,2.81,,
1147,07/27/20 06:36:32 AM,19.948,559.7,2.81,,
1148,07/27/20 12:36:32 PM,25.416,9300.1,2.79,,
1149,07/27/20 06:36:32 PM,22.333,785.8,2.81,,
1150,07/28/20 12:36:32 AM,18.806,0.0,2.81,,
1151,07/28/20 06:36:32 AM,17.950,409.0,2.81,,
1152,07/28/20 12:36:32 PM,24.835,5511.1,2.81,,
1153,07/28/20 06:36:32 PM,22.046,645.8,2.81,,
1154,07/29/20 12:36:32 AM,18.996,0.0,2.83,,
1155,07/29/20 06:36:32 AM,19.187,516.7,2.83,,
1156,07/29/20 12:36:32 PM,25.222,5511.1,2.79,,
1157,07/29/20 06:36:32 PM,22.429,581.3,2.81,,
1158,07/30/20 12:36:32 AM,19.472,0.0,2.83,,
1159,07/30/20 06:36:32 AM,18.901,193.8,2.81,,
1160,07/30/20 12:36:32 PM,26.585,5511.1,2.81,,
1161,07/30/20 06:36:32 PM,22.525,581.3,2.81,,
1162,07/31/20 12:36:32 AM,18.045,0.0,2.81,,
1163,07/31/20 06:36:32 AM,17.760,183.0,2.81,,
1164,07/31/20 12:36:32 PM,23.966,5511.1,2.81,,
1165,07/31/20 06:36:32 PM,19.187,193.8,2.83,,
1166,08/01/20 12:36:32 AM,14.804,0.0,2.81,,
1167,08/01/20 06:36:32 AM,15.091,1194.8,2.79,,
1168,08/01/20 12:36:32 PM,21.187,5166.7,2.79,,
1169,08/01/20 06:36:32 PM,18.331,516.7,2.81,,
1170,08/02/20 12:36:32 AM,14.709,0.0,2.81,,
1171,08/02/20 06:36:32 AM,13.846,129.2,2.79,,
1172,08/02/20 12:36:32 PM,20.805,4650.0,2.79,,
1173,08/02/20 06:36:32 PM,18.045,215.3,2.81,,
1174,08/03/20 12:36:32 AM,13.269,0.0,2.79,,
1175,08/03/20 06:36:32 AM,12.690,129.2,2.79,,
1176,08/03/20 12:36:32 PM,20.519,5166.7,2.79,,
1177,08/03/20 06:36:32 PM,18.140,484.4,2.81,,
1178,08/04/20 12:36:32 AM,14.517,0.0,2.79,,
1179,08/04/20 06:36:32 AM,14.134,161.5,2.79,,
1180,08/04/20 12:36:32 PM,22.525,5166.7,2.81,,
1181,08/04/20 06:36:32 PM,19.662,495.1,2.79,,
1182,08/05/20 12:36:32 AM,15.569,0.0,2.79,,
1183,08/05/20 06:36:32 AM,13.750,172.2,2.79,,
1184,08/05/20 12:36:32 PM,20.901,5166.7,2.79,,
1185,08/05/20 06:36:32 PM,17.094,839.6,2.79,,
1186,08/06/20 12:36:32 AM,12.690,0.0,2.77,,
1187,08/06/20 06:36:32 AM,10.553,1087.2,2.77,,
1188,08/06/20 12:36:32 PM,11.041,3444.5,2.75,,
1189,08/06/20 06:36:32 PM,9.669,527.4,2.75,,
1190,08/07/20 12:36:32 AM,8.182,0.0,2.75,,
1191,08/07/20 06:36:32 AM,7.079,129.2,2.75,,
1192,08/07/20 12:36:32 PM,15.569,5166.7,2.75,,
1193,08/07/20 06:36:32 PM,14.421,183.0,2.77,,
1194,08/08/20 12:36:32 AM,11.041,0.0,2.75,,
1195,08/08/20 06:36:32 AM,10.357,118.4,2.75,,
1196,08/08/20 12:36:32 PM,17.760,3961.1,2.77,,
1197,08/08/20 06:36:32 PM,14.900,452.1,2.77,,
1198,08/09/20 12:36:32 AM,11.431,0.0,2.75,,
1199,08/09/20 06:36:32 AM,9.965,96.9,2.75,,
1200,08/09/20 12:36:32 PM,19.092,5166.7,2.77,,
1201,08/09/20 06:36:32 PM,17.475,430.6,2.77,,
1202,08/10/20 12:36:32 AM,14.709,0.0,2.79,,
1203,08/10/20 06:36:32 AM,14.709,204.5,2.77,,
1204,08/10/20 12:36:32 PM,23.196,5166.7,2.79,,
1205,08/10/20 06:36:32 PM,20.234,430.6,2.79,,
1206,08/11/20 12:36:32 AM,15.951,0.0,2.77,,
1207,08/11/20 06:36:32 AM,14.230,107.6,2.79,,
1208,08/11/20 12:36:32 PM,20.615,5166.7,2.77,,
1209,08/11/20 06:36:32 PM,16.237,344.4,2.77,,
1210,08/12/20 12:36:32 AM,10.846,0.0,2.75,,
1211,08/12/20 06:36:32 AM,10.651,893.4,2.75,,
1212,08/12/20 12:36:32 PM,17.855,7233.4,2.77,,
1213,08/12/20 06:36:32 PM,13.654,215.3,2.77,,
1214,08/13/20 12:36:32 AM,10.161,0.0,2.75,,
1215,08/13/20 06:36:32 AM,9.571,129.2,2.75,,
1216,08/13/20 12:36:32 PM,18.521,5166.7,2.77,,
1217,08/13/20 06:36:32 PM,16.046,387.5,2.77,,
1218,08/14/20 12:36:32 AM,13.076,0.0,2.77,,
1219,08/14/20 06:36:32 AM,13.269,96.9,2.77,,
1220,08/14/20 12:36:32 PM,24.062,5166.7,2.79,,
1221,08/14/20 06:36:32 PM,21.760,387.5,2.79,,
1222,08/15/20 12:36:32 AM,19.282,0.0,2.79,,
1223,08/15/20 06:36:32 AM,19.662,129.2,2.79,,
1224,08/15/20 12:36:32 PM,29.752,5166.7,2.79,,
1225,08/15/20 06:36:32 PM,25.902,387.5,2.79,,
1226,08/16/20 12:36:32 AM,22.621,0.0,2.81,,
1227,08/16/20 06:36:32 AM,21.091,139.9,2.81,,
1228,08/16/20 12:36:32 PM,27.468,5166.7,2.81,,
1229,08/16/20 06:36:32 PM,22.238,527.4,2.81,,
1230,08/17/20 12:36:32 AM,20.519,0.0,2.79,,
1231,08/17/20 06:36:32 AM,19.472,107.6,2.81,,
1232,08/17/20 12:36:32 PM,27.764,5511.1,2.81,,
1233,08/17/20 06:36:32 PM,23.100,807.3,2.81,,
1234,08/18/20 12:36:32 AM,20.710,0.0,2.81,,
1235,08/18/20 06:36:32 AM,17.855,161.5,2.79,,
1236,08/18/20 12:36:32 PM,24.738,5166.7,2.81,,
1237,08/18/20 06:36:32 PM,21.091,344.4,2.81,,
1238,08/19/20 12:36:32 AM,16.618,0.0,2.79,,
1239,08/19/20 06:36:32 AM,15.760,96.9,2.77,,
1240,08/19/20 12:36:32 PM,22.812,5166.7,2.81,,
1241,08/19/20 06:36:32 PM,19.377,183.0,2.81,,
1242,08/20/20 12:36:32 AM,13.942,0.0,2.79,,
1243,08/20/20 06:36:32 AM,13.076,96.9,2.77,,
1244,08/20/20 12:36:32 PM,21.378,4650.0,2.79,,
1245,08/20/20 06:36:32 PM,18.236,183.0,2.79,,
1246,08/21/20 12:36:32 AM,14.613,0.0,2.79,,
1247,08/21/20 06:36:32 AM,14.038,441.3,2.77,,
1248,08/21/20 12:36:32 PM,17.855,2927.8,2.79,,
1249,08/21/20 06:36:32 PM,15.473,21.5,2.77,,
1250,08/22/20 12:36:32 AM,12.497,0.0,2.77,,
1251,08/22/20 06:36:32 AM,10.846,96.9,2.75,,
1252,08/22/20 12:36:32 PM,18.996,4650.0,2.77,,
1253,08/22/20 06:36:32 PM,17.094,258.3,2.77,,
1254,08/23/20 12:36:32 AM,13.846,0.0,2.77,,
1255,08/23/20 06:36:32 AM,14.230,139.9,2.77,,
1256,08/23/20 12:36:32 PM,21.473,4650.0,2.77,,
1257,08/23/20 06:36:32 PM,19.187,279.9,2.79,,
1258,08/24/20 12:36:32 AM,15.282,0.0,2.77,,
1259,08/24/20 06:36:32 AM,14.230,172.2,2.77,,
1260,08/24/20 12:36:32 PM,21.282,5511.1,2.77,,
1261,08/24/20 06:36:32 PM,18.331,602.8,2.79,,
1262,08/25/20 12:36:32 AM,14.804,0.0,2.77,,
1263,08/25/20 06:36:32 AM,13.558,161.5,2.77,,
1264,08/25/20 12:36:32 PM,20.424,4650.0,2.77,,
1265,08/25/20 06:36:32 PM,16.903,226.0,2.77,,
1266,08/26/20 12:36:32 AM,13.654,0.0,2.77,,
1267,08/26/20 06:36:32 AM,12.690,118.4,2.75,,
1268,08/26/20 12:36:32 PM,21.091,4650.0,2.77,,
1269,08/26/20 06:36:32 PM,17.284,312.2,2.77,,
1270,08/27/20 12:36:32 AM,13.269,0.0,2.77,,
1271,08/27/20 06:36:32 AM,11.528,96.9,2.75,,
1272,08/27/20 12:36:32 PM,21.091,4650.0,2.77,,
1273,08/27/20 06:36:32 PM,16.999,215.3,2.77,,
1274,08/28/20 12:36:32 AM,14.134,0.0,2.77,,
1275,08/28/20 06:36:32 AM,13.846,86.1,2.77,,
1276,08/28/20 12:36:32 PM,24.448,4650.0,2.79,,
1277,08/28/20 06:36:32 PM,19.853,172.2,2.77,,
1278,08/29/20 12:36:32 AM,15.760,0.0,2.77,,
1279,08/29/20 06:36:32 AM,12.980,96.9,2.75,,
1280,08/29/20 12:36:32 PM,21.091,4650.0,2.77,,
1281,08/29/20 06:36:32 PM,14.421,129.2,2.77,,
1282,08/30/20 12:36:32 AM,10.063,0.0,2.74,,
1283,08/30/20 06:36:32 AM,9.176,86.1,2.75,,
1284,08/30/20 12:36:32 PM,18.711,5338.9,2.77,,
1285,08/30/20 06:36:32 PM,14.325,107.6,2.77,,
1286,08/31/20 12:36:32 AM,12.110,0.0,2.75,,
1287,08/31/20 06:36:32 AM,10.651,387.5,2.74,,
1288,08/31/20 12:36:32 PM,17.855,4305.6,2.77,,
1289,08/31/20 06:36:32 PM,14.996,107.6,2.77,,
1290,09/01/20 12:36:32 AM,13.654,0.0,2.75,,
1291,09/01/20 06:36:32 AM,16.808,107.6,2.75,,
1292,09/01/20 12:36:32 PM,25.222,4650.0,2.77,,
1293,09/01/20 06:36:32 PM,21.569,32.3,2.79,,
1294,09/02/20 12:36:32 AM,19.282,0.0,2.79,,
1295,09/02/20 06:36:32 AM,18.140,86.1,2.77,,
1296,09/02/20 12:36:32 PM,26.683,4650.0,2.79,,
1297,09/02/20 06:36:32 PM,21.951,86.1,2.79,,
1298,09/03/20 12:36:32 AM,19.853,0.0,2.77,,
1299,09/03/20 06:36:32 AM,19.662,183.0,2.77,,
1300,09/03/20 12:36:32 PM,28.159,4650.0,2.79,,
1301,09/03/20 06:36:32 PM,24.835,21.5,2.81,,
1302,09/04/20 12:36:32 AM,20.710,0.0,2.79,,
1303,09/04/20 06:36:32 AM,19.662,172.2,2.77,,
1304,09/04/20 12:36:32 PM,25.319,4650.0,2.79,,
1305,09/04/20 06:36:32 PM,20.424,0.0,2.79,,
1306,09/05/20 12:36:32 AM,16.332,0.0,2.77,,
1307,09/05/20 06:36:32 AM,15.378,107.6,2.77,,
1308,09/05/20 12:36:32 PM,22.333,5166.7,2.79,,
