"Plot Title: 10169186"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","Good Battery","End Of File"
399,10/07/12 09:00:00 AM,14.230,3616.7,2.91,,,
400,10/07/12 03:00:00 PM,21.378,2066.7,2.91,,,
401,10/07/12 09:00:00 PM,13.654,0.0,2.93,,,
402,10/08/12 03:00:00 AM,12.401,0.0,2.91,,,
403,10/08/12 09:00:00 AM,13.461,6544.5,2.93,,,
404,10/08/12 03:00:00 PM,17.570,2238.9,2.93,,,
405,10/08/12 09:00:00 PM,9.571,0.0,2.93,,,
406,10/09/12 03:00:00 AM,8.382,0.0,2.91,,,
407,10/09/12 09:00:00 AM,11.916,8611.2,2.91,,,
408,10/09/12 03:00:00 PM,19.092,2152.8,2.93,,,
409,10/09/12 09:00:00 PM,11.236,0.0,2.91,,,
410,10/10/12 03:00:00 AM,11.236,0.0,2.91,,,
411,10/10/12 09:00:00 AM,14.996,5166.7,2.93,,,
412,10/10/12 03:00:00 PM,19.567,2066.7,2.93,,,
413,10/10/12 09:00:00 PM,12.013,0.0,2.91,,,
414,10/11/12 03:00:00 AM,10.553,0.0,2.91,,,
415,10/11/12 09:00:00 AM,14.517,4133.4,2.93,,,
