"Plot Title: 10166323"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, Lux","Bad Battery","End Of File"
407,12/06/19 08:16:16 AM,0.232,0.0,,
408,12/06/19 02:16:16 PM,0.232,409.0,,
409,12/06/19 08:16:16 PM,0.232,0.0,,
410,12/07/19 02:16:16 AM,0.232,0.0,,
411,12/07/19 08:16:16 AM,0.343,0.0,,
412,12/07/19 02:16:16 PM,1.980,4477.8,,
413,12/07/19 08:16:16 PM,1.330,0.0,,
414,12/08/19 02:16:16 AM,1.548,0.0,,
415,12/08/19 08:16:16 AM,1.656,0.0,,
416,12/08/19 02:16:16 PM,3.578,4477.8,,
417,12/08/19 08:16:16 PM,1.439,0.0,,
418,12/09/19 02:16:16 AM,-0.325,0.0,,
419,12/09/19 08:16:16 AM,-0.662,0.0,,
420,12/09/19 02:16:16 PM,0.343,1894.5,,
421,12/09/19 08:16:16 PM,0.010,0.0,,
422,12/10/19 02:16:16 AM,-0.102,0.0,,
423,12/10/19 08:16:16 AM,-0.437,0.0,,
424,12/10/19 02:16:16 PM,3.578,4650.0,,
425,12/10/19 08:16:16 PM,0.232,0.0,,
426,12/11/19 02:16:16 AM,0.232,0.0,,
427,12/11/19 08:16:16 AM,1.330,0.0,,
428,12/11/19 02:16:16 PM,1.872,645.8,,
429,12/11/19 08:16:16 PM,2.195,0.0,,
430,12/12/19 02:16:16 AM,3.155,0.0,,
431,12/12/19 08:16:16 AM,2.195,0.0,,
432,12/12/19 02:16:16 PM,0.232,1184.0,,
433,12/12/19 08:16:16 PM,0.121,0.0,,
434,12/13/19 02:16:16 AM,0.121,0.0,,
435,12/13/19 08:16:16 AM,0.121,0.0,,
436,12/13/19 02:16:16 PM,0.121,581.3,,
437,12/13/19 08:16:16 PM,0.121,0.0,,
438,12/14/19 02:16:16 AM,0.121,0.0,,
439,12/14/19 08:16:16 AM,0.121,0.0,,
440,12/14/19 02:16:16 PM,0.121,344.4,,
441,12/14/19 08:16:16 PM,0.010,0.0,,
442,12/15/19 02:16:16 AM,-0.549,0.0,,
443,12/15/19 08:16:16 AM,-0.662,0.0,,
444,12/15/19 02:16:16 PM,-0.102,818.1,,
445,12/15/19 08:16:16 PM,-0.662,0.0,,
446,12/16/19 02:16:16 AM,-0.774,0.0,,
447,12/16/19 08:16:16 AM,-0.662,0.0,,
448,12/16/19 02:16:16 PM,-0.102,150.7,,
449,12/16/19 08:16:16 PM,-0.102,0.0,,
450,12/17/19 02:16:16 AM,-0.662,0.0,,
451,12/17/19 08:16:16 AM,-0.662,0.0,,
452,12/17/19 02:16:16 PM,-0.213,279.9,,
453,12/17/19 08:16:16 PM,-0.325,0.0,,
454,12/18/19 02:16:16 AM,-0.662,0.0,,
455,12/18/19 08:16:16 AM,-0.662,0.0,,
456,12/18/19 02:16:16 PM,0.121,247.6,,
457,12/18/19 08:16:16 PM,0.010,0.0,,
458,12/19/19 02:16:16 AM,0.121,0.0,,
459,12/19/19 08:16:16 AM,0.121,0.0,,
460,12/19/19 02:16:16 PM,0.121,43.1,,
461,12/19/19 08:16:16 PM,0.121,0.0,,
462,12/20/19 02:16:16 AM,0.121,0.0,,
463,12/20/19 08:16:16 AM,0.121,0.0,,
464,12/20/19 02:16:16 PM,0.121,549.0,,
465,12/20/19 08:16:16 PM,0.121,0.0,,
466,12/21/19 02:16:16 AM,0.121,0.0,,
467,12/21/19 08:16:16 AM,0.121,0.0,,
468,12/21/19 02:16:16 PM,0.232,430.6,,
469,12/21/19 08:16:16 PM,0.121,0.0,,
470,12/22/19 02:16:16 AM,0.121,0.0,,
471,12/22/19 08:16:16 AM,0.121,0.0,,
472,12/22/19 02:16:16 PM,0.232,688.9,,
473,12/22/19 08:16:16 PM,0.121,0.0,,
474,12/23/19 02:16:16 AM,0.121,0.0,,
475,12/23/19 08:16:16 AM,0.121,0.0,,
476,12/23/19 02:16:16 PM,0.121,419.8,,
477,12/23/19 08:16:16 PM,-0.213,0.0,,
478,12/24/19 02:16:16 AM,-0.325,0.0,,
479,12/24/19 08:16:16 AM,-0.437,0.0,,
480,12/24/19 02:16:16 PM,-0.102,258.3,,
481,12/24/19 08:16:16 PM,-0.325,0.0,,
482,12/25/19 02:16:16 AM,-0.213,0.0,,
483,12/25/19 08:16:16 AM,-0.102,0.0,,
484,12/25/19 02:16:16 PM,0.121,290.6,,
485,12/25/19 08:16:16 PM,-0.213,0.0,,
486,12/26/19 02:16:16 AM,-0.437,0.0,,
487,12/26/19 08:16:16 AM,-0.549,0.0,,
488,12/26/19 02:16:16 PM,-0.325,183.0,,
489,12/26/19 08:16:16 PM,-0.549,0.0,,
490,12/27/19 02:16:16 AM,-0.437,0.0,,
491,12/27/19 08:16:16 AM,-0.325,0.0,,
492,12/27/19 02:16:16 PM,0.010,139.9,,
493,12/27/19 08:16:16 PM,-0.213,0.0,,
494,12/28/19 02:16:16 AM,-0.437,0.0,,
495,12/28/19 08:16:16 AM,0.010,0.0,,
496,12/28/19 02:16:16 PM,0.121,150.7,,
497,12/28/19 08:16:16 PM,0.121,0.0,,
